,job_level,job_duration_in_current_job_level,person_level,job_duration_in_current_person_level,job_duration_in_current_branch,Employee_type,gender,age,marital_status_maried(Y/N),number_of_dependences,Education_level,GPA,year_graduated,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual leave,sick_leaves,Last_achievement_%,Achievement_above_100%_during3quartal,Best Performance,total leave,age2,age3,year_graduated2,total_rotation,in study,person level up,sick_vs_leaves,age when graduated,age when graduated2,age per dependencies,age married male,papa muda,papa muda per tanggungan,job_level_oh,person_level_oh
6028,JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_A,1,1990,Y,0,level_4,3.55,2011,4,2,5,3,2,0,110.72,3.0,1,2,ambis,2,new,10,finish,stay,leave,21,21,30.0,30,30,30.0,JG04,PG03
6029,JG04,1.3527749258468702,PG03,1.3527749258468702,0.648074069840786,RM_type_A,2,1988,Y,2,level_4,2.76,2012,5,4,3,0,9,0,75.21,0.0,0,9,ambis,2,new,7,finish,stay,leave,24,24,10.666666666666666,0,0,0.0,JG04,PG03
6030,JG04,1.2569805089976498,PG03,1.2569805089976498,1.1180339887498998,RM_type_A,2,1990,Y,1,level_4,3.14,2011,4,2,2,0,0,0,55.97,0.0,0,0,ambis,2,new,4,finish,stay,sama,21,21,15.0,0,0,0.0,JG04,PG03
6031,JG04,1.1916375287813,PG03,1.1916375287813,0.5,RM_type_B,2,1985,Y,3,level_4,2.91,2009,5,4,4,0,0,0,46.07,0.0,0,0,ambis,2,new,8,finish,stay,sama,24,24,8.75,0,0,0.0,JG04,PG03
6032,JG04,1.2569805089976498,PG03,1.2569805089976498,0.648074069840786,RM_type_C,2,1987,Y,2,level_4,3.01,2013,5,4,3,0,4,0,78.19,0.0,0,4,ambis,2,new,7,finish,stay,leave,26,26,11.0,0,0,0.0,JG04,PG03
6033,JG04,1.2569805089976498,PG03,1.2569805089976498,1.58113883008419,RM_type_A,2,1984,Y,2,level_4,3.03,2009,6,3,3,0,0,0,55.24,0.0,0,0,non-ambis,3,new,6,finish,stay,sama,25,25,12.0,0,0,0.0,JG04,PG03
6034,JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_B,2,1986,Y,1,level_4,3.27,2013,5,3,3,0,4,0,103.54,3.0,0,4,ambis,2,new,6,finish,stay,leave,27,27,17.0,0,0,0.0,JG04,PG03
6035,JG04,1.3527749258468702,PG03,1.3527749258468702,1.8708286933869696,RM_type_C,1,1985,N,0,level_4,3.47,2007,7,5,4,1,4,0,83.86,0.0,0,4,ambis,2,new,10,finish,stay,leave,22,22,35.0,0,0,0.0,JG04,PG03
6036,JG04,1.3527749258468702,PG03,1.3527749258468702,1.22474487139159,RM_type_A,2,1983,Y,2,level_4,3.11,2006,7,4,4,3,5,0,99.78,3.0,0,5,non-ambis,3,new,11,finish,stay,leave,23,23,12.333333333333334,0,0,0.0,JG04,PG03
6037,JG04,2.7073972741361803,PG04,1.0,0.707106781186548,RM_type_A,1,1985,Y,1,level_4,2.89,2008,7,2,1,4,0,2,106.42,3.0,0,2,ambis,2,new,7,finish,up,sick,23,23,17.5,35,0,0.0,JG04,PG04
6038,JG04,1.3527749258468702,PG03,1.3527749258468702,1.58113883008419,RM_type_A,2,1984,Y,1,level_4,3.3,2009,5,2,4,0,0,0,52.04,0.0,0,0,non-ambis,3,new,6,finish,stay,sama,25,25,18.0,0,0,0.0,JG04,PG03
6039,JG04,2.54950975679639,PG04,1.0,1.1180339887498998,RM_type_A,2,1977,Y,3,level_4,3.0,2001,17,12,7,0,6,0,87.88,1.0,1,6,non-ambis,3,new,19,finish,up,leave,24,24,10.75,0,0,0.0,JG04,PG04
6040,JG04,1.1916375287813,PG03,1.1916375287813,1.47309198626562,RM_type_A,2,1990,N,0,level_4,3.14,2012,4,2,3,0,8,0,52.22,0.0,0,8,ambis,2,new,5,finish,stay,leave,22,22,30.0,0,0,0.0,JG04,PG03
6041,JG04,1.3527749258468702,PG03,1.3527749258468702,0.7615773105863909,RM_type_A,2,1990,Y,1,level_4,3.08,2011,4,2,3,0,3,0,99.29,2.0,0,3,ambis,2,new,5,finish,stay,leave,21,21,15.0,0,0,0.0,JG04,PG03
6042,JG04,1.29228479833201,PG03,1.29228479833201,0.7615773105863909,RM_type_A,2,1990,Y,0,level_4,3.25,2013,4,2,3,0,3,0,55.39,0.0,0,3,ambis,2,new,5,finish,stay,leave,23,23,30.0,0,0,0.0,JG04,PG03
6043,JG04,1.1916375287813,PG03,1.1916375287813,0.707106781186548,RM_type_A,2,1988,Y,0,level_4,3.05,2012,5,2,3,0,1,0,111.42,2.0,0,1,ambis,2,new,5,finish,stay,leave,24,24,32.0,0,0,0.0,JG04,PG03
6044,JG04,1.1916375287813,PG03,1.1916375287813,0.707106781186548,RM_type_A,2,1987,Y,1,level_4,3.3,2010,6,2,4,0,0,0,96.6,3.0,1,0,ambis,2,new,6,finish,stay,sama,23,23,16.5,0,0,0.0,JG04,PG03
6045,JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_B,2,1985,Y,0,level_4,3.0,2008,6,7,3,0,4,0,64.44,0.0,0,4,ambis,2,new,10,finish,stay,leave,23,23,35.0,0,0,0.0,JG04,PG03
6046,JG04,1.3527749258468702,PG03,1.3527749258468702,1.58113883008419,RM_type_A,2,1987,Y,2,level_4,3.01,2009,6,2,5,0,3,0,55.55,0.0,0,3,ambis,2,new,7,finish,stay,leave,22,22,11.0,0,0,0.0,JG04,PG03
6047,JG04,1.29228479833201,PG03,1.29228479833201,1.5556349186104,RM_type_B,1,1985,N,0,level_4,3.29,2007,6,4,3,1,3,0,73.14,0.0,0,3,ambis,2,new,8,finish,stay,leave,22,22,35.0,0,0,0.0,JG04,PG03
6048,JG04,1.1916375287813,PG03,1.1916375287813,0.9591663046625442,RM_type_A,2,1987,Y,1,level_4,3.21,2010,6,3,3,0,4,0,94.32,3.0,0,4,ambis,2,new,6,finish,stay,leave,23,23,16.5,0,0,0.0,JG04,PG03
6049,JG04,1.15325625946708,PG03,1.15325625946708,1.70880074906351,RM_type_A,2,1989,Y,0,level_4,3.56,2011,5,3,2,0,4,3,75.71,0.0,0,7,ambis,2,new,5,finish,stay,leave,22,22,31.0,0,0,0.0,JG04,PG03
6050,JG04,1.1916375287813,PG03,1.1916375287813,1.22474487139159,RM_type_A,2,1989,Y,1,level_4,3.35,2010,4,2,3,0,3,0,64.02,0.0,0,3,ambis,2,new,5,finish,stay,leave,21,21,15.5,0,0,0.0,JG04,PG03
6051,JG04,1.1916375287813,PG03,1.1916375287813,1.22474487139159,RM_type_A,2,1985,N,0,level_4,2.79,2010,4,3,2,0,2,1,50.05,0.0,0,3,ambis,2,new,5,finish,stay,leave,25,25,35.0,0,0,0.0,JG04,PG03
6052,JG04,1.1916375287813,PG03,1.1916375287813,1.5,RM_type_B,2,1982,Y,2,level_4,3.07,2010,6,3,2,0,3,0,32.49,0.0,0,3,non-ambis,3,new,5,finish,stay,leave,28,28,12.666666666666666,0,0,0.0,JG04,PG03
6053,JG04,1.2569805089976498,PG03,1.2569805089976498,0.707106781186548,RM_type_A,2,1988,Y,1,level_4,3.01,2011,5,3,3,0,7,0,56.47,0.0,0,7,ambis,2,new,6,finish,stay,leave,23,23,16.0,0,0,0.0,JG04,PG03
6054,JG04,1.29228479833201,PG03,1.29228479833201,0.9591663046625442,RM_type_B,1,1988,Y,0,level_4,3.51,2010,5,2,4,0,3,0,87.16,2.0,0,3,ambis,2,new,6,finish,stay,leave,22,22,32.0,32,32,32.0,JG04,PG03
6055,JG04,1.29228479833201,PG03,1.29228479833201,0.707106781186548,RM_type_A,2,1986,Y,2,level_4,3.09,2011,5,3,2,0,4,0,101.17,3.0,0,4,ambis,2,new,5,finish,stay,leave,25,25,11.333333333333334,0,0,0.0,JG04,PG03
6056,JG04,1.2569805089976498,PG03,1.2569805089976498,0.707106781186548,RM_type_A,2,1992,Y,2,level_4,3.3,2017,3,4,4,0,5,0,68.0,0.0,0,5,ambis,2,new,8,finish,stay,leave,25,25,9.333333333333334,0,0,0.0,JG04,PG03
6057,JG04,1.3527749258468702,PG03,1.3527749258468702,1.3228756555323,RM_type_A,2,1990,Y,0,level_4,2.9,2013,4,2,2,1,5,0,68.84,0.0,0,5,ambis,2,new,5,finish,stay,leave,23,23,30.0,0,0,0.0,JG04,PG03
6058,JG04,1.4142135623731005,PG03,1.4142135623731005,1.22474487139159,RM_type_A,1,1990,N,0,level_4,3.48,2013,5,3,3,1,5,0,45.28,0.0,0,5,ambis,2,new,7,finish,stay,leave,23,23,30.0,0,0,0.0,JG04,PG03
6059,JG04,1.3228756555323,PG03,1.3228756555323,0.707106781186548,RM_type_A,2,1991,N,0,level_4,3.61,2013,3,2,2,1,5,0,62.08,0.0,0,5,ambis,2,new,5,finish,stay,leave,22,22,29.0,0,0,0.0,JG04,PG03
6060,JG04,1.3527749258468702,PG03,1.3527749258468702,1.0,RM_type_A,2,1990,Y,2,level_4,3.02,2012,4,3,3,1,5,0,44.99,0.0,0,5,ambis,2,new,7,finish,stay,leave,22,22,10.0,0,0,0.0,JG04,PG03
6061,JG04,1.3527749258468702,PG03,1.3527749258468702,1.22474487139159,RM_type_A,2,1985,Y,1,level_4,3.1,2010,5,2,3,5,3,0,86.71,1.0,0,3,ambis,2,new,10,finish,stay,leave,25,25,17.5,0,0,0.0,JG04,PG03
6062,JG04,1.3527749258468702,PG03,1.3527749258468702,1.3228756555323,RM_type_B,2,1990,N,0,level_4,3.11,2011,4,3,2,0,5,0,43.99,0.0,0,5,ambis,2,new,5,finish,stay,leave,21,21,30.0,0,0,0.0,JG04,PG03
6063,JG04,1.3228756555323,PG03,1.3228756555323,1.3228756555323,RM_type_B,1,1989,Y,0,level_4,2.78,2012,4,2,2,0,5,0,79.29,0.0,0,5,ambis,2,new,4,finish,stay,leave,23,23,31.0,31,31,31.0,JG04,PG03
6064,JG04,1.1916375287813,PG03,1.1916375287813,1.3228756555323,RM_type_A,2,1990,Y,1,level_4,2.81,2013,4,2,3,5,7,0,67.55,0.0,0,7,ambis,2,new,10,finish,stay,leave,23,23,15.0,0,0,0.0,JG04,PG03
6065,JG04,1.4142135623731005,PG03,1.4142135623731005,0.707106781186548,RM_type_C,1,1987,Y,1,level_4,2.95,2011,5,4,5,1,6,0,51.69,0.0,0,6,ambis,2,new,10,finish,stay,leave,24,24,16.5,33,0,0.0,JG04,PG03
6066,JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_A,2,1991,Y,1,level_4,3.14,2013,3,2,3,1,5,0,56.91,0.0,0,5,ambis,2,new,6,finish,stay,leave,22,22,14.5,0,0,0.0,JG04,PG03
6067,JG04,1.3527749258468702,PG03,1.3527749258468702,1.15325625946708,RM_type_A,2,1984,Y,0,level_4,3.17,2006,7,4,3,7,0,0,49.84,0.0,0,0,non-ambis,3,new,14,finish,stay,sama,22,22,36.0,0,0,0.0,JG04,PG03
6068,JG04,1.3527749258468702,PG03,1.3527749258468702,1.22474487139159,RM_type_C,2,1987,Y,1,level_4,3.01,2010,4,2,5,3,8,0,64.2,0.0,0,8,ambis,2,new,10,finish,stay,leave,23,23,16.5,0,0,0.0,JG04,PG03
6069,JG04,1.29228479833201,PG03,1.29228479833201,1.1916375287813,RM_type_B,2,1989,Y,1,level_4,3.01,2011,5,4,2,1,4,0,58.04,0.0,0,4,ambis,2,new,7,finish,stay,leave,22,22,15.5,0,0,0.0,JG04,PG03
6070,JG04,2.7073972741361803,PG04,1.8708286933869696,1.1916375287813,RM_type_C,1,1984,N,0,level_4,2.86,2007,7,4,2,2,0,0,61.49,0.0,0,0,non-ambis,3,new,8,finish,up,sama,23,23,36.0,0,0,0.0,JG04,PG04
6071,JG04,1.29228479833201,PG03,1.29228479833201,1.58113883008419,RM_type_A,2,1988,Y,1,level_4,3.54,2014,5,3,3,1,2,0,66.25,0.0,1,2,ambis,2,new,7,finish,stay,leave,26,26,16.0,0,0,0.0,JG04,PG03
6072,JG04,1.29228479833201,PG03,1.29228479833201,1.58113883008419,RM_type_B,1,1983,Y,1,level_4,3.01,2008,6,4,5,0,3,0,58.11,0.0,0,3,non-ambis,3,new,9,finish,stay,leave,25,25,18.5,37,0,0.0,JG04,PG03
6073,JG04,1.29228479833201,PG03,1.29228479833201,0.707106781186548,RM_type_A,2,1990,N,0,level_4,3.0,2014,3,3,3,0,3,0,52.88,0.0,0,3,ambis,2,new,6,finish,stay,leave,24,24,30.0,0,0,0.0,JG04,PG03
6074,JG04,1.1916375287813,PG03,1.1916375287813,1.1916375287813,RM_type_B,2,1987,Y,2,level_4,3.0,2014,3,4,4,0,1,2,64.04,0.0,0,3,ambis,2,new,8,finish,stay,sick,27,27,11.0,0,0,0.0,JG04,PG03
6075,JG04,1.1916375287813,PG03,1.1916375287813,1.58113883008419,RM_type_A,2,1986,Y,1,level_4,3.31,2008,7,2,2,10,7,0,64.99,0.0,0,7,ambis,2,new,14,finish,stay,leave,22,22,17.0,0,0,0.0,JG04,PG03
6076,JG04,1.3527749258468702,PG03,1.3527749258468702,1.78044938147649,RM_type_A,1,1986,Y,0,level_4,2.93,2009,6,3,4,0,9,0,65.45,0.0,1,9,ambis,2,new,7,finish,stay,leave,23,23,34.0,34,0,0.0,JG04,PG03
6077,JG04,1.1916375287813,PG03,1.1916375287813,0.707106781186548,RM_type_B,2,1985,Y,1,level_4,2.85,2010,6,2,2,0,10,0,79.4,0.0,0,10,ambis,2,new,4,finish,stay,leave,25,25,17.5,0,0,0.0,JG04,PG03
6078,JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_A,1,1987,Y,1,level_4,3.51,2009,6,3,3,0,10,1,92.44,3.0,0,11,ambis,2,new,6,finish,stay,leave,22,22,16.5,33,0,0.0,JG04,PG03
6079,JG04,2.8425340807103803,PG04,1.58113883008419,2.2737634001804103,RM_type_A,1,1979,Y,3,level_4,3.05,2003,14,9,7,2,0,0,112.45,3.0,0,0,non-ambis,3,new,18,finish,up,sama,24,24,10.25,41,0,0.0,JG04,PG04
6080,JG04,1.15325625946708,PG03,1.15325625946708,1.1180339887498998,RM_type_A,2,1981,Y,2,level_4,3.18,2007,5,2,2,1,5,0,106.51,3.0,0,5,non-ambis,3,new,5,finish,stay,leave,26,26,13.0,0,0,0.0,JG04,PG03
6081,JG04,1.1916375287813,PG03,1.1916375287813,0.707106781186548,RM_type_A,2,1992,Y,1,level_4,3.35,2013,4,3,2,2,5,1,58.48,0.0,0,6,ambis,2,new,7,finish,stay,leave,21,21,14.0,0,0,0.0,JG04,PG03
6082,JG04,1.15325625946708,PG03,1.15325625946708,2.12132034355964,RM_type_B,2,1986,Y,0,level_4,3.09,2009,6,2,2,0,3,3,104.7,2.0,0,6,ambis,2,new,4,finish,stay,sama,23,23,34.0,0,0,0.0,JG04,PG03
6083,JG04,1.22474487139159,PG03,1.22474487139159,0.707106781186548,RM_type_A,2,1986,Y,1,level_4,3.13,2011,6,5,5,8,1,0,89.13,3.0,0,1,ambis,2,new,18,finish,stay,leave,25,25,17.0,0,0,0.0,JG04,PG03
6084,JG04,1.3527749258468702,PG03,1.3527749258468702,1.3527749258468702,RM_type_A,1,1986,Y,2,level_4,3.33,2009,7,2,3,0,4,0,106.03,3.0,0,4,ambis,2,new,5,finish,stay,leave,23,23,11.333333333333334,34,0,0.0,JG04,PG03
6085,JG04,1.3527749258468702,PG03,1.3527749258468702,1.9364916731037096,RM_type_B,2,1991,Y,1,level_4,3.18,2012,4,1,2,0,10,0,61.56,0.0,0,10,ambis,2,new,3,finish,stay,leave,21,21,14.5,0,0,0.0,JG04,PG03
6086,JG04,1.1916375287813,PG03,1.1916375287813,1.8708286933869696,RM_type_A,2,1985,N,0,level_4,3.18,2009,6,4,2,0,5,0,65.11,1.0,0,5,ambis,2,new,6,finish,stay,leave,24,24,35.0,0,0,0.0,JG04,PG03
6087,JG04,1.1916375287813,PG03,1.1916375287813,1.84932420089069,RM_type_B,2,1988,Y,1,level_4,3.06,2010,6,2,2,1,3,0,61.18,0.0,0,3,ambis,2,new,5,finish,stay,leave,22,22,16.0,0,0,0.0,JG04,PG03
6088,JG04,1.1916375287813,PG03,1.1916375287813,1.84932420089069,RM_type_B,2,1987,Y,0,level_4,3.0,2010,6,2,2,0,3,1,70.8,0.0,0,4,ambis,2,new,4,finish,stay,leave,23,23,33.0,0,0,0.0,JG04,PG03
6089,JG04,1.3527749258468702,PG03,1.3527749258468702,1.84932420089069,RM_type_A,2,1989,Y,2,level_4,3.01,2012,5,2,2,1,5,0,71.97,0.0,0,5,ambis,2,new,5,finish,stay,leave,23,23,10.333333333333334,0,0,0.0,JG04,PG03
6090,JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_A,1,1993,Y,1,level_4,3.61,2014,4,4,3,0,5,1,69.46,0.0,0,6,ambis,2,new,7,finish,stay,leave,21,21,13.5,27,27,13.5,JG04,PG03
6091,JG04,1.1916375287813,PG03,1.1916375287813,0.648074069840786,RM_type_A,1,1991,Y,1,level_4,3.32,2013,4,2,3,0,5,0,65.84,0.0,0,5,ambis,2,new,5,finish,stay,leave,22,22,14.5,29,29,14.5,JG04,PG03
6092,JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_A,2,1987,Y,1,level_4,3.01,2010,6,3,3,0,3,0,100.02,3.0,0,3,ambis,2,new,6,finish,stay,leave,23,23,16.5,0,0,0.0,JG04,PG03
6093,JG04,1.1916375287813,PG03,1.1916375287813,1.22474487139159,RM_type_C,1,1983,Y,1,level_4,2.95,2009,4,3,3,1,3,1,66.87,0.0,0,4,non-ambis,3,new,7,finish,stay,leave,26,26,18.5,37,0,0.0,JG04,PG03
6094,JG04,1.1180339887498998,PG03,1.1180339887498998,1.22474487139159,RM_type_A,1,1991,N,0,level_4,3.01,2013,3,2,2,3,3,2,61.73,0.0,0,5,ambis,2,new,7,finish,stay,leave,22,22,29.0,0,0,0.0,JG04,PG03
6095,JG04,1.1916375287813,PG03,1.1916375287813,0.648074069840786,RM_type_A,2,1985,Y,2,level_4,3.42,2015,6,4,3,3,7,0,105.13,3.0,0,7,ambis,2,new,10,finish,stay,leave,30,30,11.666666666666666,0,0,0.0,JG04,PG03
6096,JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_A,2,1989,Y,0,level_4,3.0,2014,3,2,3,0,8,0,80.07,0.0,0,8,ambis,2,new,5,finish,stay,leave,25,25,31.0,0,0,0.0,JG04,PG03
6097,JG04,1.1916375287813,PG03,1.1916375287813,1.22474487139159,RM_type_A,2,1983,Y,2,level_4,2.78,2006,6,3,3,20,4,0,36.84,0.0,0,4,non-ambis,3,new,26,finish,stay,leave,23,23,12.333333333333334,0,0,0.0,JG04,PG03
6098,JG04,1.2569805089976498,PG03,1.2569805089976498,0.0,RM_type_A,1,1989,Y,1,level_4,3.0,2010,3,2,3,1,6,0,55.9,0.0,0,6,ambis,2,new,6,finish,stay,leave,21,21,15.5,31,31,15.5,JG04,PG03
6099,JG04,1.1916375287813,PG03,1.1916375287813,0.0,RM_type_B,2,1985,Y,0,level_4,3.0,2009,6,7,5,3,5,0,67.32,0.0,1,5,ambis,2,new,15,finish,stay,leave,24,24,35.0,0,0,0.0,JG04,PG03
6100,JG04,1.2569805089976498,PG03,1.2569805089976498,1.58113883008419,RM_type_A,2,1986,Y,0,level_4,3.0,2011,5,4,4,4,4,0,62.37,0.0,0,4,ambis,2,new,12,finish,stay,leave,25,25,34.0,0,0,0.0,JG04,PG03
6101,JG04,1.22474487139159,PG03,1.22474487139159,1.52643375224737,RM_type_A,2,1989,Y,1,level_4,3.0,2013,4,5,3,0,4,0,75.21,0.0,0,4,ambis,2,new,8,finish,stay,leave,24,24,15.5,0,0,0.0,JG04,PG03
6102,JG04,1.3228756555323,PG03,1.3228756555323,0.648074069840786,RM_type_A,2,1990,Y,0,level_4,3.43,2012,5,3,4,0,3,0,77.92,0.0,0,3,ambis,2,new,7,finish,stay,leave,22,22,30.0,0,0,0.0,JG04,PG03
6103,JG04,1.3228756555323,PG03,1.3228756555323,0.648074069840786,RM_type_A,1,1985,Y,2,level_4,3.86,2009,3,2,3,0,3,0,68.09,0.0,0,3,ambis,2,new,5,finish,stay,leave,24,24,11.666666666666666,35,0,0.0,JG04,PG03
6104,JG04,1.5556349186104,PG03,1.5556349186104,1.22474487139159,RM_type_B,1,1988,Y,2,level_4,3.14,2010,5,2,2,0,3,0,84.7,0.0,0,3,ambis,2,new,4,finish,stay,leave,22,22,10.666666666666666,32,32,10.666666666666666,JG04,PG03
6105,JG04,1.15325625946708,PG03,1.15325625946708,1.22474487139159,RM_type_A,1,1989,Y,1,level_4,3.46,2011,5,2,2,1,2,5,44.25,0.0,0,7,ambis,2,new,5,finish,stay,sick,22,22,15.5,31,31,15.5,JG04,PG03
6106,JG04,1.3228756555323,PG03,1.3228756555323,1.5556349186104,RM_type_A,2,1989,Y,0,level_4,3.35,2012,4,2,2,1,3,0,49.13,0.0,0,3,ambis,2,new,5,finish,stay,leave,23,23,31.0,0,0,0.0,JG04,PG03
6107,JG04,1.3228756555323,PG03,1.3228756555323,1.5556349186104,RM_type_B,2,1986,Y,1,level_4,3.25,2009,6,4,3,4,4,0,58.15,0.0,0,4,ambis,2,new,11,finish,stay,leave,23,23,17.0,0,0,0.0,JG04,PG03
6108,JG04,1.3228756555323,PG03,1.3228756555323,0.648074069840786,RM_type_A,2,1990,Y,1,level_4,3.08,2012,3,3,2,0,4,0,59.0,0.0,0,4,ambis,2,new,5,finish,stay,leave,22,22,15.0,0,0,0.0,JG04,PG03
6109,JG04,1.3228756555323,PG03,1.3228756555323,0.648074069840786,RM_type_A,2,1990,Y,2,level_4,3.24,2013,4,3,2,2,3,0,72.06,0.0,0,3,ambis,2,new,7,finish,stay,leave,23,23,10.0,0,0,0.0,JG04,PG03
6110,JG04,1.3228756555323,PG03,1.3228756555323,0.648074069840786,RM_type_A,2,1987,Y,2,level_4,3.13,2010,6,4,2,3,3,0,99.02,3.0,1,3,ambis,2,new,9,finish,stay,leave,23,23,11.0,0,0,0.0,JG04,PG03
6111,JG04,1.3228756555323,PG03,1.3228756555323,1.22474487139159,RM_type_A,1,1988,Y,2,level_4,3.06,2013,3,2,3,0,4,0,66.25,0.0,0,4,ambis,2,new,5,finish,stay,leave,25,25,10.666666666666666,32,32,10.666666666666666,JG04,PG03
6112,JG04,1.1916375287813,PG03,1.1916375287813,0.707106781186548,RM_type_A,2,1986,Y,1,level_4,2.95,2012,4,3,4,0,2,0,91.63,3.0,0,2,ambis,2,new,7,finish,stay,leave,26,26,17.0,0,0,0.0,JG04,PG03
6113,JG04,1.1916375287813,PG03,1.1916375287813,0.707106781186548,RM_type_A,2,1989,N,0,level_4,3.0,2014,3,2,2,0,8,0,37.35,0.0,0,8,ambis,2,new,4,finish,stay,leave,25,25,31.0,0,0,0.0,JG04,PG03
6114,JG04,1.15325625946708,PG03,1.15325625946708,0.707106781186548,RM_type_A,2,1991,Y,0,level_4,2.99,2013,4,2,3,0,4,3,101.11,2.0,1,7,ambis,2,new,5,finish,stay,leave,22,22,29.0,0,0,0.0,JG04,PG03
6115,JG04,1.0816653826392,PG03,1.0816653826392,0.574456264653803,RM_type_B,2,1984,Y,2,level_4,2.89,2008,5,3,4,0,0,0,71.45,0.0,0,0,non-ambis,3,new,7,finish,stay,sama,24,24,12.0,0,0,0.0,JG04,PG03
6116,JG04,1.1916375287813,PG03,1.1916375287813,0.707106781186548,RM_type_B,2,1987,Y,0,level_4,3.02,2010,5,4,3,0,4,0,66.62,0.0,0,4,ambis,2,new,7,finish,stay,leave,23,23,33.0,0,0,0.0,JG04,PG03
6117,JG04,1.2569805089976498,PG03,1.2569805089976498,1.22474487139159,RM_type_A,1,1986,Y,2,level_4,3.36,2008,4,2,2,1,3,0,64.57,0.0,0,3,ambis,2,new,5,finish,stay,leave,22,22,11.333333333333334,34,0,0.0,JG04,PG03
6118,JG04,1.1916375287813,PG03,1.1916375287813,0.574456264653803,RM_type_A,2,1985,Y,2,level_4,2.99,2009,5,3,5,4,3,0,69.57,0.0,1,3,ambis,2,new,12,finish,stay,leave,24,24,11.666666666666666,0,0,0.0,JG04,PG03
6119,JG04,1.2569805089976498,PG03,1.2569805089976498,0.707106781186548,RM_type_A,1,1988,Y,0,level_4,3.26,2011,4,3,2,0,1,0,97.27,3.0,0,1,ambis,2,new,5,finish,stay,leave,23,23,32.0,32,32,32.0,JG04,PG03
6120,JG04,1.1916375287813,PG03,1.1916375287813,0.707106781186548,RM_type_A,1,1991,Y,1,level_4,3.76,2013,4,2,3,0,13,1,73.49,0.0,0,14,ambis,2,new,5,finish,stay,leave,22,22,14.5,29,29,14.5,JG04,PG03
6121,JG04,1.2569805089976498,PG03,1.2569805089976498,1.22474487139159,RM_type_A,2,1983,Y,2,level_4,2.7,2008,7,4,2,1,0,0,65.31,0.0,0,0,non-ambis,3,new,7,finish,stay,sama,25,25,12.333333333333334,0,0,0.0,JG04,PG03
6122,JG04,1.2569805089976498,PG03,1.2569805089976498,0.707106781186548,RM_type_C,1,1985,Y,2,level_4,3.11,2008,4,2,3,1,3,0,95.94,3.0,0,3,ambis,2,new,6,finish,stay,leave,23,23,11.666666666666666,35,0,0.0,JG04,PG03
6123,JG04,1.2569805089976498,PG03,1.2569805089976498,0.707106781186548,RM_type_A,2,1982,Y,2,level_4,3.41,2013,4,3,3,0,4,0,97.12,3.0,0,4,non-ambis,3,new,6,finish,stay,leave,31,31,12.666666666666666,0,0,0.0,JG04,PG03
6124,JG04,1.15325625946708,PG03,1.15325625946708,0.5,RM_type_B,2,1991,N,0,level_4,3.0,2014,4,3,2,0,4,0,82.1,0.0,0,4,ambis,2,new,5,finish,stay,leave,23,23,29.0,0,0,0.0,JG04,PG03
6125,JG04,1.3228756555323,PG03,1.3228756555323,1.22474487139159,RM_type_B,2,1990,Y,1,level_4,3.6,2012,4,3,2,1,5,0,102.38,3.0,0,5,ambis,2,new,6,finish,stay,leave,22,22,15.0,0,0,0.0,JG04,PG03
6126,JG04,1.15325625946708,PG03,1.15325625946708,1.22474487139159,RM_type_A,2,1990,Y,1,level_4,3.4,2012,4,2,2,7,6,0,72.89,0.0,0,6,ambis,2,new,11,finish,stay,leave,22,22,15.0,0,0,0.0,JG04,PG03
6127,JG04,1.1916375287813,PG03,1.1916375287813,1.22474487139159,RM_type_B,1,1986,Y,2,level_4,3.35,2008,7,4,5,0,0,0,95.82,3.0,0,0,ambis,2,new,9,finish,stay,sama,22,22,11.333333333333334,34,0,0.0,JG04,PG03
6128,JG04,1.3228756555323,PG03,1.3228756555323,1.22474487139159,RM_type_B,1,1989,Y,0,level_4,3.19,2012,5,3,3,3,5,0,100.29,3.0,0,5,ambis,2,new,9,finish,stay,leave,23,23,31.0,31,31,31.0,JG04,PG03
6129,JG04,1.3228756555323,PG03,1.3228756555323,1.58113883008419,RM_type_A,2,1989,Y,0,level_4,3.42,2011,5,3,2,10,4,0,48.65,0.0,0,4,ambis,2,new,15,finish,stay,leave,22,22,31.0,0,0,0.0,JG04,PG03
6130,JG04,1.3228756555323,PG03,1.3228756555323,1.73205080756888,RM_type_B,2,1989,N,0,level_4,3.25,2013,4,2,2,2,5,0,62.33,0.0,0,5,ambis,2,new,6,finish,stay,leave,24,24,31.0,0,0,0.0,JG04,PG03
6131,JG04,1.1180339887498998,PG03,1.1180339887498998,0.412310562561766,RM_type_A,2,1989,N,0,level_4,3.15,2012,3,2,2,8,4,0,73.75,0.0,0,4,ambis,2,new,12,finish,stay,leave,23,23,31.0,0,0,0.0,JG04,PG03
